eo_number,document_number,relation,target_eo_number,target_type,target_label,in_part,source,source_quote,quote_trimmed
13591,2011-30990,references,13544,executive_order,EO 13544,0,fr_disposition_notes,"See: EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 22, 2010; EO 13539, April 21, 2011; EO 13540, April 26, 2010; EO 13549, August 18, 2010; EO 13544, June 10, 2010; EO 13631, December 7, 2012",0
13591,2011-30990,references,13631,executive_order,EO 13631,0,fr_disposition_notes,"See: EO 13521, November 24, 2009; EO 13522, December 9, 2009; EO 13532, February 26, 2010; EO 13538, April 22, 2010; EO 13539, April 21, 2011; EO 13540, April 26, 2010; EO 13549, August 18, 2010; EO 13544, June 10, 2010; EO 13631, December 7, 2012",0
13592,2011-31624,revokes,,,Memorandum of Understanding between the Departments of Education and the Interior,0,model,The MOU shall be completed within 120 days of the date of this order.,0
13592,2011-31624,revokes,13270,executive_order,EO 13270,0,fr_disposition_notes,"Revokes: EO 13270, July 3, 2002; EO 13336, April 30, 2004; EO 13585, September 30, 2011",0
13592,2011-31624,revokes,13336,executive_order,EO 13336,0,fr_disposition_notes,"Revokes: EO 13270, July 3, 2002; EO 13336, April 30, 2004; EO 13585, September 30, 2011",0
13592,2011-31624,revokes,13585,executive_order,EO 13585,0,fr_disposition_notes,"Revokes: EO 13270, July 3, 2002; EO 13336, April 30, 2004; EO 13585, September 30, 2011",0
13593,2011-32486,amends,,,"Manual for Courts‑Martial, United States (Parts III and IV)",0,model,Section 1. Parts III and IV of the Manual for Courts-,1
13594,2011-33087,supersedes,13561,executive_order,Executive Order 13561,0,model,"Executive Order 13561 of December 22, 2010, is superseded.",0
13594,2011-33087,supersedes,13561,executive_order,EO 13561,0,fr_disposition_notes,"Supersedes: EO 13561, December 22, 2010",0
13595,2011-33089,references,,,Presidential Policy Directive 1,0,model,pursuant to the process outlined in Presidential Policy Directive 1,0
13596,2011-33335,amends,12131,executive_order,Section 1‑102 of EO 12131,0,model,"Section 1-102 of Executive Order 12131 of May 4, 1979, as amended (President's Export Council), is further amended to read as follows:",0
13596,2011-33335,amends,13539,executive_order,Section 3(d) of EO 13539,0,model,"Section 3(d) of Executive Order 13539 of April 21, 2010, as amended (President's Council of Advisors on Science and Technology), is further amended to read as follows:",0
13596,2011-33335,amends,13539,executive_order,Section 5(a) of EO 13539,0,model,"Section 5(a) of Executive Order 13539, as amended, is further amended to read as follows:",0
13596,2011-33335,amends,12131,executive_order,EO 12131,0,fr_disposition_notes,"Amends: EO 12131, May 4, 1979; EO 13539, April 21, 2010",0
13596,2011-33335,amends,13539,executive_order,EO 13539,0,fr_disposition_notes,"Amends: EO 12131, May 4, 1979; EO 13539, April 21, 2010",0
13597,2012-1568,amended_by,13802,executive_order,EO 13802,0,fr_disposition_notes,"Amended by: EO 13802, June 21, 2017",0
13597,2012-1568,references,,,Presidential Policy Directive 1,0,model,consistent with Presidential Policy Directive 1 or any successor documents,0
13597,2012-1568,references,13749,executive_order,EO 13749,0,fr_disposition_notes,"See: EO 13749, November 29, 2016",0
13599,2012-3097,references,12957,executive_order,EO 12957,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012; Notice of March 2, 2026",0
13599,2012-3097,references,12170,executive_order,EO 12170,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012; Notice of March 2, 2026",0
13599,2012-3097,references,12281,executive_order,EO 12281,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012; Notice of March 2, 2026",0
13599,2012-3097,references,13628,executive_order,EO 13628,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012; Notice of March 2, 2026",0
13599,2012-3097,references,,notice,"Notice of March 2, 2026",0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12170, November 14, 1979; EO 12281, January 19, 1981; EO 13628, October 9, 2012; Notice of March 2, 2026",0
13600,2012-3616,amended_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Amended by: EO 13652, September 30, 2013;",0
13600,2012-3616,continued_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Continued by: EO 13652, September 30, 2013; EO 13708, September 30, 2015",0
13600,2012-3616,continued_by,13708,executive_order,EO 13708,0,fr_disposition_notes,"Continued by: EO 13652, September 30, 2013; EO 13708, September 30, 2015",0
13602,2012-6797,continues,,,"Strong Cities, Strong Communities (SC2) pilot initiative",0,model,"my Administration established the Strong Cities, Strong Communities (SC2) pilot initiative",0
13602,2012-6797,revoked_by,13748,executive_order,EO 13748,0,fr_disposition_notes,"Revoked by: EO 13748, November 16, 2016",0
13603,2012-7019,amended_by,14391,executive_order,EO 14391,0,fr_disposition_notes,"Amended by: EO 14391, March 13, 2026",0
13603,2012-7019,references,11858,executive_order,EO 11858,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,12472,executive_order,EO 12472,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,12656,executive_order,EO 12656,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,14302,executive_order,EO 14302,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,,proclamation,Proc. 10962,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,14387,executive_order,EO 14387,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,references,,determination,Determination No. 2026-19,0,fr_disposition_notes,"See: EO 11858, May 7, 1975; EO 12472, April 3, 1984; EO 12656, November 18, 1988; EO 14302, May 23, 2025; Proc. 10962, July 30, 2025; EO 14387, February 18, 2026; Presidential Determination No. 2026-19, July 30, 2026",0
13603,2012-7019,revokes,12919,executive_order,Executive Order 12919,0,model,"Executive Order 12919 of June 3, 1994, and sections 401(3)-(4) of Executive Order 12656 of November 18, 1988, are revoked.",0
13603,2012-7019,revokes,12656,executive_order,sections 401(3)-(4) of Executive Order 12656,0,model,"Executive Order 12919 of June 3, 1994, and sections 401(3)-(4) of Executive Order 12656 of November 18, 1988, are revoked.",0
13604,2012-7636,references,13580,executive_order,Executive Order 13580,0,model,this order expands upon efforts undertaken pursuant to Executive Order 13580,0
13604,2012-7636,references,13563,executive_order,Executive Order 13563,0,model,this order expands upon efforts undertaken pursuant to Executive Order,1
13604,2012-7636,references,13175,executive_order,Executive Order 13175,0,model,This order shall be implemented consistent with Executive Order 13175,0
13604,2012-7636,references,,,Memorandum of November 5 2009 (Tribal Consultation),0,model,"consistent with ... my memorandum of November 5, 2009",0
13604,2012-7636,references,13563,executive_order,EO 13563,0,fr_disposition_notes,"See: EO 13563, January 18, 2011; EO 13580, July 12, 2011; EO 13616, June 14, 2012",0
13604,2012-7636,references,13580,executive_order,EO 13580,0,fr_disposition_notes,"See: EO 13563, January 18, 2011; EO 13580, July 12, 2011; EO 13616, June 14, 2012",0
13604,2012-7636,references,13616,executive_order,EO 13616,0,fr_disposition_notes,"See: EO 13563, January 18, 2011; EO 13580, July 12, 2011; EO 13616, June 14, 2012",0
13606,2012-10034,amended_by,14312,executive_order,EO 14312,0,fr_disposition_notes,"Amended by: EO 14312, June 30, 2025",0
13606,2012-10034,references,12957,executive_order,Executive Order 12957,0,model,"In order to take additional steps with respect to the national emergencies declared in Executive Order 12957 of March 15, 1995, ... and in Executive Order 13338 of May 11, 2004, ... I hereby order:",0
13606,2012-10034,references,13338,executive_order,Executive Order 13338,0,model,"In order to take additional steps with respect to the national emergencies declared in Executive Order 12957 of March 15, 1995, ... and in Executive Order 13338 of May 11, 2004, ... I hereby order:",0
13606,2012-10034,references,12957,executive_order,EO 12957,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13338, May 11, 2004; Notice of March 2, 2026",0
13606,2012-10034,references,13338,executive_order,EO 13338,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13338, May 11, 2004; Notice of March 2, 2026",0
13606,2012-10034,references,,notice,"Notice of March 2, 2026",0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13338, May 11, 2004; Notice of March 2, 2026",0
13608,2012-10884,references,12938,executive_order,EO 12938,0,fr_disposition_notes,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004; Notice of March 2, 2026",0
13608,2012-10884,references,12957,executive_order,EO 12957,0,fr_disposition_notes,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004; Notice of March 2, 2026",0
13608,2012-10884,references,13224,executive_order,EO 13224,0,fr_disposition_notes,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004; Notice of March 2, 2026",0
13608,2012-10884,references,13338,executive_order,EO 13338,0,fr_disposition_notes,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004; Notice of March 2, 2026",0
13608,2012-10884,references,,notice,"Notice of March 2, 2026",0,fr_disposition_notes,"See: EO 12938, November 4, 1994; EO 12957, March 15, 1995; EO 13224, September 23, 2001; EO 13338, May 1, 2004; Notice of March 2, 2026",0
13609,2012-10968,references,12866,executive_order,EO 12866,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011",0
13609,2012-10968,references,13563,executive_order,EO 13563,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011",0
13610,2012-11798,references,12866,executive_order,EO 12866,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13636, February 12, 2013; EO 13707, September 15, 2015",0
13610,2012-11798,references,13563,executive_order,EO 13563,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13636, February 12, 2013; EO 13707, September 15, 2015",0
13610,2012-11798,references,13636,executive_order,EO 13636,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13636, February 12, 2013; EO 13707, September 15, 2015",0
13610,2012-11798,references,13707,executive_order,EO 13707,0,fr_disposition_notes,"See: EO 12866, September 30, 1993; EO 13563, January 18, 2011; EO 13636, February 12, 2013; EO 13707, September 15, 2015",0
13611,2012-12225,references,,notice,"Notice of May 9, 2022",0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29023; Proc. 11026, May 5, 2026",0
13611,2012-12225,references,,proclamation,Proc. 11026,0,fr_disposition_notes,"See: Notice of May 9, 2022, 87 FR 29023; Proc. 11026, May 5, 2026",0
13612,2012-12881,revoked_by,14134,executive_order,EO 14134,0,fr_disposition_notes,"Revoked by: EO 14134 January 3, 2025",0
13612,2012-12881,revokes,13542,executive_order,Executive Order 13542,0,model,"Executive Order 13542 of May 13, 2010 (Providing an Order of Succession Within the Department of Agriculture), is hereby revoked.",0
13612,2012-12881,revokes,13542,executive_order,EO 13542,0,fr_disposition_notes,"Revokes: EO 13542, May 13, 2010",0
13613,2012-12882,revokes,13242,executive_order,Executive Order 13242,0,model,"Executive Order 13242 of December 18, 2001 (Providing An Order of Succession Within the Department of Commerce)",0
13613,2012-12882,revokes,,,Memorandum for the Secretary of Commerce of October 3 2002,0,model,"Memorandum for the Secretary of Commerce of October 3, 2002 (Designation of Officers of the Department of Commerce to Act as Secretary of Commerce)",0
13613,2012-12882,revokes,13242,executive_order,EO 13242,0,fr_disposition_notes,"Revokes: EO 13242, December 18, 2001",0
13614,2012-12883,revokes,,,Executive Order 13261 and Executive Order 13344,0,model,are hereby revoked.,0
13614,2012-12883,revokes,13261,executive_order,EO 13261,0,fr_disposition_notes,"Revokes: EO 13261, March 19, 2002; EO 13344, July 7, 2004",0
13614,2012-12883,revokes,13344,executive_order,EO 13344,0,fr_disposition_notes,"Revokes: EO 13261, March 19, 2002; EO 13344, July 7, 2004",0
13615,2012-12889,revoked_by,14138,executive_order,EO 14138,0,fr_disposition_notes,"Revoked by: EO 14138 January 3, 2025",0
13615,2012-12889,revokes,13370,executive_order,Executive Order 13370,0,model,"Executive Order 13370 of January 13, 2005 (Providing an Order of Succession in the Office of Management and Budget), is hereby revoked.",0
13615,2012-12889,revokes,13370,executive_order,EO 13370,0,fr_disposition_notes,"Revokes: EO 13370, January 13, 2005",0
13616,2012-15183,references,13604,executive_order,Improving Performance of Federal Permitting and Review of Infrastructure Projects,0,model,"the Working Group shall report to the Steering Committee on Federal Infrastructure Permitting and Review Process Improvement, established pursuant to Executive Order 13604 of March 22, 2012",0
13616,2012-15183,references,13604,executive_order,EO 13604,0,fr_disposition_notes,"See: EO 13604, March 2, 2012",0
13617,2012-15954,references,12938,executive_order,EO 12938,0,fr_disposition_notes,"See: EO 12938, November 14, 1994; EO 13085, May 26, 1998; EO 13159, June 21, 2000",0
13617,2012-15954,references,13085,executive_order,EO 13085,0,fr_disposition_notes,"See: EO 12938, November 14, 1994; EO 13085, May 26, 1998; EO 13159, June 21, 2000",0
13617,2012-15954,references,13159,executive_order,EO 13159,0,fr_disposition_notes,"See: EO 12938, November 14, 1994; EO 13085, May 26, 1998; EO 13159, June 21, 2000",0
13617,2012-15954,revoked_by,13695,executive_order,EO 13695,0,fr_disposition_notes,"Revoked by: EO 13695, May 26, 2015",0
13617,2012-15954,supersedes,,,property of the Government of the Russian Federation,0,model,"are blocked and may not be transferred, paid, exported, withdrawn, or otherwise dealt in.",0
13618,2012-17022,amends,12382,executive_order,EO 12382,0,fr_disposition_notes,"Amends: EO 12382, September 13, 1982",0
13618,2012-17022,references,12333,executive_order,EO 12333,0,fr_disposition_notes,"See: EO 12333, December 4, 1981; EO 13526, December 29, 2009; EO 14239, March 18, 2025",0
13618,2012-17022,references,13526,executive_order,EO 13526,0,fr_disposition_notes,"See: EO 12333, December 4, 1981; EO 13526, December 29, 2009; EO 14239, March 18, 2025",0
13618,2012-17022,references,14239,executive_order,EO 14239,0,fr_disposition_notes,"See: EO 12333, December 4, 1981; EO 13526, December 29, 2009; EO 14239, March 18, 2025",0
13618,2012-17022,revokes,12472,executive_order,EO 12472,0,fr_disposition_notes,"Revokes: EO 12472, April 3, 1984",0
13619,2012-17264,amends,13047,executive_order,Executive Order 13047,0,model,modify the scope of the national emergency declared in Executive Order 13047,0
13619,2012-17264,amends,13448,executive_order,EO 13448,0,fr_disposition_notes,"Amends: EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,amends,13464,executive_order,EO 13464,0,fr_disposition_notes,"Amends: EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,references,13047,executive_order,EO 13047,0,fr_disposition_notes,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,references,13310,executive_order,EO 13310,0,fr_disposition_notes,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,references,13448,executive_order,EO 13448,0,fr_disposition_notes,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,references,13464,executive_order,EO 13464,0,fr_disposition_notes,"See: EO 13047, May 20, 1997; EO 13310, July 28, 2003; EO 13448, October 18, 2007; EO 13464, April 30, 2008",0
13619,2012-17264,revoked_by,13742,executive_order,EO 13742,0,fr_disposition_notes,"Revoked by: EO 13742, October 7, 2016",0
13619,2012-17264,supersedes,,,previous property‑blocking provisions,0,model,"All property and interests in property ... are blocked and may not be transferred, paid, exported, withdrawn, or otherwise dealt in",0
13620,2012-18237,references,13536,executive_order,EO 13536,0,fr_disposition_notes,"See: EO 13536, April 12, 2010; Notice of April 8, 2026",0
13620,2012-18237,references,,notice,"Notice of April 8, 2026",0,fr_disposition_notes,"See: EO 13536, April 12, 2010; Notice of April 8, 2026",0
13621,2012-18868,continued_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Continued by: EO 13652 , September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017",0
13621,2012-18868,continued_by,13708,executive_order,EO 13708,0,fr_disposition_notes,"Continued by: EO 13652 , September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017",0
13621,2012-18868,continued_by,13811,executive_order,EO 13811,0,fr_disposition_notes,"Continued by: EO 13652 , September 30, 2013; EO 13708, September 30, 2015; EO 13811, September 29, 2017",0
13621,2012-18868,references,13532,executive_order,EO 13532,0,fr_disposition_notes,"See: EO 13532, February 26, 2010",0
13621,2012-18868,superseded_by,14050,executive_order,EO 14050,0,fr_disposition_notes,"Superseded by: EO 14050, October 19, 2021",0
13622,2012-19055,amended_by,13628,executive_order,EO 13628,0,fr_disposition_notes,"Amended by: EO 13628, October 9, 2012",0
13622,2012-19055,references,12957,executive_order,EO 12957,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13628, October 9, 2012; EO 14382, February 6, 2026; Notice of March 2, 2026",0
13622,2012-19055,references,13628,executive_order,EO 13628,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13628, October 9, 2012; EO 14382, February 6, 2026; Notice of March 2, 2026",0
13622,2012-19055,references,14382,executive_order,EO 14382,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13628, October 9, 2012; EO 14382, February 6, 2026; Notice of March 2, 2026",0
13622,2012-19055,references,,notice,"Notice of March 2, 2026",0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 13628, October 9, 2012; EO 14382, February 6, 2026; Notice of March 2, 2026",0
13622,2012-19055,revoked_by,13716,executive_order,EO 13716,0,fr_disposition_notes,"Revoked by: EO 13716, January 16, 2016",0
13623,2012-20259,references,,,section 7061 of House conference report 112‑331,0,model,"The Strategy both responds to and expands upon the request in section 7061 of House conference report 112‑331 accompanying the Department of State, Foreign Operations, and Related Programs Appropriations Act, 2012 (Division I of Public Law 112‑74)",0
13625,2012-22062,continues,,,Various executive departments and offices,0,model,the Task Force shall consist of representatives from,1
13626,2012-22807,references,12777,executive_order,EO 12777,0,fr_disposition_notes,"See: EO 12777, October 18,1991; EO 13554, October 5, 2010",0
13626,2012-22807,references,13554,executive_order,EO 13554,0,fr_disposition_notes,"See: EO 12777, October 18,1991; EO 13554, October 5, 2010",0
13626,2012-22807,revokes,,,Gulf Coast Ecosystem Restoration Task Force,0,model,The Task Force shall terminate no later than 60 days after the Gulf Restoration Council commences its work.,0
13626,2012-22807,revokes,13554,executive_order,Executive Order 13554,0,model,"Executive Order 13554 of October 5, 2010, is hereby revoked concurrent with the termination of the Task Force",0
13627,2012-24374,amends,,,Federal Acquisition Regulation,0,model,shall take steps necessary to amend the Federal Acquisition Regulation,0
13628,2012-25236,amended_by,13716,executive_order,EO 13716,0,fr_disposition_notes,"Amended by: EO 13716, January 16, 2016",0
13628,2012-25236,amends,13622,executive_order,EO 13622,0,model,Executive Order 13622 is hereby amended as follows:,0
13628,2012-25236,amends,13622,executive_order,EO 13622,0,fr_disposition_notes,"Amends: EO 13622, July 30, 2012",0
13628,2012-25236,references,12957,executive_order,EO 12957,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13628,2012-25236,references,12959,executive_order,EO 12959,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13628,2012-25236,references,13059,executive_order,EO 13059,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13628,2012-25236,references,13599,executive_order,EO 13599,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13628,2012-25236,references,13622,executive_order,EO 13622,0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13628,2012-25236,references,,notice,"Notice of March 2, 2026",0,fr_disposition_notes,"See: EO 12957, March 15, 1995; EO 12959, May 6, 1995; EO 13059, August 19, 1997; EO 13599, February 5, 2012; EO 13622, July 30, 2012; Notice of March 2, 2026",0
13630,2012-30060,references,13534,executive_order,EO 13534,0,fr_disposition_notes,"See: EO 13534, March 11, 2010",0
13631,2012-30170,continued_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Continued by: EO 13652, September 30, 2013;",0
13631,2012-30170,continues,13591,executive_order,Executive Order 13591,0,model,"continued by section 2 of Executive Order 13591 of November 23, 2011",0
13631,2012-30170,references,13544,executive_order,Executive Order 13544,0,model,"as set forth under the provisions of Executive Order 13544 of June 10, 2010",0
13631,2012-30170,references,13544,executive_order,EO 13544,0,fr_disposition_notes,"See: EO 13544, June 10, 2010; EO 13591, November 23, 2011",0
13631,2012-30170,references,13591,executive_order,EO 13591,0,fr_disposition_notes,"See: EO 13544, June 10, 2010; EO 13591, November 23, 2011",0
13633,2012-31225,references,11582,executive_order,Executive Order 11582 (1971) – employee pay and leave,0,model,"Monday, December 24, 2012, shall be considered as falling within the scope of Executive Order 11582 of February 11, 1971",0
13634,2012-31574,continued_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Continued by: EO 13652, September 30, 2013;",0
13634,2012-31574,references,13555,executive_order,EO 13555,0,fr_disposition_notes,"See: EO 13555, October 19, 2010",0
13635,2013-00002,supersedes,13594,executive_order,EO 13594,0,fr_disposition_notes,"Supersedes: EO 13594, December 19, 2011;
 Superseded by EO 13641, April 5, 2013",0
13635,2013-00002,supersedes,13641,executive_order,EO 13641,0,fr_disposition_notes,"Supersedes: EO 13594, December 19, 2011;
 Superseded by EO 13641, April 5, 2013",0
13636,2013-03915,references,13549,executive_order,Classified National Security Information Program,0,model,"the Secretary, as the Executive Agent for the Classified National Security Information Program created under Executive Order 13549 of August 18, 2010",0
13636,2013-03915,references,13549,executive_order,EO 13549,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13636,2013-03915,references,12866,executive_order,EO 12866,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13636,2013-03915,references,13563,executive_order,EO 13563,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13636,2013-03915,references,13609,executive_order,EO 13609,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13636,2013-03915,references,13610,executive_order,EO 13610,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13636,2013-03915,references,13800,executive_order,EO 13800,0,fr_disposition_notes,"See: EO 13549, August 18, 2010; EO 12866, September 30, 1993; EO 13563, January 18, 2011 EO 13609, May 1, 2012; EO 13610, May 10, 2012; EO 13800, May 11, 2017",0
13637,2013-05967,amended_by,14383,executive_order,EO 14383,0,fr_disposition_notes,"Amended by: EO 14383, February 6, 2026",0
13637,2013-05967,amends,13222,executive_order,Executive Order 13222,0,model,"Executive Order 13222 of August 17, 2001, is amended as follows:",0
13637,2013-05967,references,,notice,"Notice of August 4, 2025",0,fr_disposition_notes,"See: Notice of August 4, 2025; Notice of August 12, 2026",0
13637,2013-05967,references,,notice,"Notice of August 12, 2026",0,fr_disposition_notes,"See: Notice of August 4, 2025; Notice of August 12, 2026",0
13637,2013-05967,revokes,11958,executive_order,Executive Order 11958,0,model,"Executive Order 11958 of January 18, 1977, as amended, is revoked;",0
13638,2013-06712,amends,12777,executive_order,Section 4,0,model,is further amended by striking section 4 in its entirety and inserting in lieu thereof the following:,0
13640,2013-08501,continued_by,13652,executive_order,EO 13652,0,fr_disposition_notes,"Continued by: EO 13652, September 30, 2013;",0
13640,2013-08501,references,13498,executive_order,EO 13498,0,fr_disposition_notes,"See: EO 13498, February 5, 2009; EO 13569, April 5, 2011",0
13640,2013-08501,references,13569,executive_order,EO 13569,0,fr_disposition_notes,"See: EO 13498, February 5, 2009; EO 13569, April 5, 2011",0
13641,2013-08626,superseded_by,13655,executive_order,EO 13655,0,fr_disposition_notes,"Superseded by: EO 13655, December 23, 2013",0
13641,2013-08626,supersedes,13635,executive_order,Executive Order 13635,0,model,"Executive Order 13635 of December 27, 2012, is superseded as of the effective dates specified in section 7 of this order.",0
13641,2013-08626,supersedes,13635,executive_order,EO 13635,0,fr_disposition_notes,"Supersedes: EO 13635, December 27, 2012;",0
13642,2013-11533,references,13744,executive_order,EO 13744,0,fr_disposition_notes,"See: EO 13744, October 13, 2016",0
13643,2013-12157,amends,,,"Manual for Courts‑Martial, United States (Parts III and IV)",0,model,"Section 1. Parts III and IV of the Manual for Courts‑Martial, United States, are amended as described in the Annex attached and made a part of this order.",0
13643,2013-12157,references,12473,executive_order,Executive Order 12473 (original Manual for Courts‑Martial),0,model,"prescribed by Executive Order 12473, as amended",0
13643,2013-12157,supersedes,,,effective date – May 15 2013,0,model,These amendments shall take effect as of the date of this order,0
13644,2013-12650,amends,13639,executive_order,Executive Order 13639,0,model,is amended by striking subsection 2(a) in its entirety and inserting in lieu thereof the following:,0
13645,2013-13523,amends,13622,executive_order,Executive Order 13622,0,model,"Executive Order 13622 of July 30, 2012, is hereby amended as follows:",0
13645,2013-13523,references,12957,executive_order,Executive Order 12957,0,model,"national emergency declared in Executive Order 12957 of March 15, 1995,",0
13645,2013-13523,references,13599,executive_order,Executive Order 13599,0,model,"pursuant to Executive Order 13599 of February 5, 2012)",0
