eo_number,document_number,kind,detail,created_at
14145,2025-01758,ungrounded_agencies_tasked,"Within 1 year of the date of this order, the Secretary of Commerce shall work with implementing agencies to:",2026-09-04T20:37:49+00:00
14147,2025-01900,ungrounded_agencies_tasked,"The Director of National Intelligence, in consultation with the heads of the appropriate departments and agencies within the Intelligence Community, shall take all appropriate action to review the activities of the Intelligence Community over the last 4 years and prepare a report to the President",2026-09-04T20:37:49+00:00
14151,2025-01953,ungrounded_agencies_tasked,"provide the Director of the OMB with a list of all agency or department DEI, DEIA, or ``environmental justice'' positions",2026-09-04T20:37:49+00:00
14151,2025-01953,ungrounded_agencies_tasked,"direct the deputy agency or department head to assess the operational impact and cost of the prior administration's DEI, DEIA, and ``environmental justice'' programs and policies",2026-09-04T20:37:49+00:00
14164,2025-02012,ungrounded_agencies_tasked,The Attorney General shall take all necessary and lawful action to ensure that each state that allows capital punishment has a sufficient supply of drugs.,2026-09-04T20:37:49+00:00
14164,2025-02012,ungrounded_agencies_tasked,The Attorney General shall evaluate the places of imprisonment and conditions of confinement for each of the 37 murderers whose Federal death sentences were commuted by President Biden.,2026-09-04T20:37:49+00:00
14164,2025-02012,ungrounded_agencies_tasked,The Attorney General shall encourage State attorneys general and district attorneys to bring State capital charges for all capital crimes.,2026-09-04T20:37:49+00:00
14169,2025-02091,ungrounded_agencies_tasked,Reviews of each foreign assistance program shall be ordered by the responsible department and agency heads under guidelines provided by the Secretary of State.,2026-09-04T20:37:49+00:00
14169,2025-02091,ungrounded_agencies_tasked,"will make determinations within 90 days of this order on whether to continue, modify, or cease each foreign assistance program.",2026-09-04T20:37:49+00:00
14169,2025-02091,ungrounded_agencies_tasked,"This order is not intended to, and does not, create any right or benefit, substantive or procedural, enforceable at law or in equity by any party.",2026-09-04T20:37:49+00:00
14173,2025-02097,ungrounded_agencies_tasked,"within 120 days of this order, the Attorney General, within 120 days of this order, in consultation with the heads of relevant agencies and in coordination with the Director of OMB, shall submit a report to the Assistant to the President for Domestic Policy",2026-09-04T20:37:49+00:00
14178,2025-02123,ungrounded_agencies_tasked,"Within 60 days of the date of this order, each agency shall submit to the Chair recommendations with respect to whether each identified regulation, guidance document, order or other item should be rescinded or modified, or, for items other than regulations, adopted in a regulation.",2026-09-04T20:37:49+00:00
14181,2025-02174,ungrounded_agencies_tasked,"shall recommend appropriate action to the President, regarding any lack of compliance by California with the terms of existing Federal grants",2026-09-04T20:37:49+00:00
14183,2025-02178,ungrounded_agencies_tasked,the Secretary of Defense (Secretary) shall update DoDI 6130.03 Volume 1 … within 60 days of the date of this order,2026-09-04T20:37:49+00:00
14188,2025-02230,ungrounded_agencies_tasked,the head of each executive department or agency shall submit a report to the President,2026-09-04T20:37:49+00:00
14192,2025-02345,ungrounded_agencies_tasked,"shall reinstate the Memorandum of Agreement between the Department of Treasury and the Office of Management and Budget of April 11, 2018",2026-09-04T20:37:49+00:00
14193,2025-02406,ungrounded_agencies_tasked,the Secretary of Homeland Security shall determine the modifications necessary to the Harmonized Tariff Schedule... and shall make such modifications through notice in the Federal Register.,2026-09-04T20:37:49+00:00
14201,2025-02513,ungrounded_agencies_tasked,"convene representatives of major athletic organizations and governing bodies, and female athletes … within 60 days of the date of this order",2026-09-04T20:37:49+00:00
14211,2025-02841,ungrounded_agencies_tasked,The Secretary shall have sole and exclusive discretion in the exercise or delegation of the responsibilities enumerated in this order.,2026-09-04T20:37:49+00:00
14215,2025-03063,ungrounded_agencies_tasked,"The Director of OMB shall, on an ongoing basis, review independent regulatory agencies' obligations for consistency with the President's policies and priorities",2026-09-04T20:37:49+00:00
14215,2025-03063,ungrounded_agencies_tasked,"independent regulatory agency chairmen shall regularly consult with the directors of OMB, the White House Domestic Policy Council, and the White House National Economic Council",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_agencies_tasked,"Agency heads shall, in coordination with their DOGE Team Leads and the Director of the Office of Management and Budget, initiate a process to review regulations",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_agencies_tasked,"Within 60 days of the date of this order, agency heads shall identify the following classes of regulations",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_agencies_tasked,"Within 60 days of the date of this order, agency heads shall provide to the Administrator of OIRA a list of all identified regulations",2026-09-04T20:37:49+00:00
14219,2025-03138,ungrounded_agencies_tasked,"Agency heads shall, in consultation with the Director of OMB, direct the termination of enforcement proceedings that do not comply with the Constitution, laws, or Administration policy",2026-09-04T20:37:49+00:00
14237,2025-04867,ungrounded_agencies_tasked,heads of all agencies shall review all contracts with Paul Weiss ... take appropriate steps to terminate any contract ... and submit ... an assessment of contracts with Paul Weiss within 30 days,2026-09-04T20:37:49+00:00
14240,2025-05197,ungrounded_agencies_tasked,"Within 30 days of the date of this order, the Director of OMB shall designate the Administrator as the executive agent for all Government-wide acquisition contracts for information technology",2026-09-04T20:37:49+00:00
14241,2025-05212,ungrounded_agencies_tasked,"I hereby delegate to the Chief Executive Officer (CEO) of the United States International Development Finance Corporation (DFC) the authority of the President conferred by sections 301, 302 and 303 of the DPA",2026-09-04T20:37:49+00:00
14243,2025-05214,ungrounded_agencies_tasked,"Within 30 days of the date of this order, Agency Heads shall rescind or modify all agency guidance that serves as a barrier",2026-09-04T20:37:49+00:00
14246,2025-05519,ungrounded_agencies_tasked,refrain from hiring employees of Jenner ... absent a waiver ... consulted with the Director of the Office of Personnel Management,2026-09-04T20:37:49+00:00
14247,2025-05522,ungrounded_agencies_tasked,"The Secretary of the Treasury shall support agencies' transition to digital payment methods, including by providing access … to direct deposits; debit and credit card payments; digital wallets and real‑time payment systems; and other modern electronic payment options",2026-09-04T20:37:49+00:00
14249,2025-05524,ungrounded_agencies_tasked,The heads of all agencies shall submit a compliance plan to the OMB Director within 90 days of the date of this order detailing their strategy for: (i) transitioning disbursing authority to the Department of the Treasury; (ii) updating and integrating systems with Department of the Treasury platform,2026-09-04T20:37:49+00:00
14253,2025-05838,ungrounded_agencies_tasked,shall work with the Congress to ensure that future appropriations to the Smithsonian Institution prohibit expenditure on exhibits or programs that degrade shared American values,2026-09-04T20:37:49+00:00
14267,2025-06463,ungrounded_agencies_tasked,"Within 90 days of receipt of the agency lists, the Chairman shall provide to the Director of the Office of Management and Budget (OMB Director) a consolidated list of regulations",2026-09-04T20:37:49+00:00
14267,2025-06463,ungrounded_agencies_tasked,"the OMB Director, through the Administrator of the Office of Information and Regulatory Affairs, shall consult with the Chairman to decide whether to incorporate the proposed rescissions or modifications into the Unified Regulatory Agenda",2026-09-04T20:37:49+00:00
14269,2025-06465,ungrounded_agencies_tasked,"the USTR, in consultation with the Secretary of State and the Secretary of Commerce, shall engage treaty allies, partners, and other like‑minded countries … and shall deliver an engagement plan and progress report to the President.",2026-09-04T20:37:49+00:00
14275,2025-06839,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Administrator shall take appropriate actions to amend the FAR",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,The Task Force shall be responsible for implementing the policy stated in section 2 of this order and coordinating Federal efforts related to AI education.,2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary of Education shall issue guidance regarding the use of formula and discretionary grant funds.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary of Education shall identify and implement ways to utilize existing research programs.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Secretary of Education shall take steps to prioritize the use of AI in discretionary grant programs for teacher training.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Secretary of Agriculture shall take steps to prioritize research, extension, and education on the use of AI.",2026-09-04T20:37:49+00:00
14277,2025-07368,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Secretary of Labor shall seek to increase participation in AI‑related Registered Apprenticeships.",2026-09-04T20:37:49+00:00
14279,2025-07376,ungrounded_agencies_tasked,"the Secretary of Education shall, consistent with applicable law, take appropriate steps to ensure that accreditation requires higher education institutions to provide high-quality, high-value academic programs",2026-09-04T20:37:49+00:00
14281,2025-07378,ungrounded_agencies_tasked,"the Presidential approval of July 25, 1966, of the Department of Justice Title VI regulations ... and the Presidential approval of July 5, 1973, of the Department of Justice Title VI regulations",2026-09-04T20:37:49+00:00
14288,2025-07790,ungrounded_agencies_tasked,The Attorney General and other appropriate heads of executive departments and agencies (agencies) shall take all appropriate action to maximize the use of Federal resources to: provide new best practices to State and local law enforcement to aggressively police communities against all crimes; expand,2026-09-04T20:37:49+00:00
14288,2025-07790,ungrounded_agencies_tasked,The Attorney General shall pursue all necessary legal remedies and enforcement measures to enforce the rights of Americans impacted by crime and shall prioritize prosecution of any applicable violations of Federal criminal law with respect to State and local jurisdictions whose officials willfully a,2026-09-04T20:37:49+00:00
14289,2025-07835,ungrounded_agencies_tasked,"The Secretary of Homeland Security, acting through the Commissioner of U.S. Customs and Border Protection ... shall take all necessary steps to update guidance, systems, and enforcement mechanisms, including to revise, suspend, or rescind any regulations that may be inconsistent with this order.",2026-09-04T20:37:49+00:00
14295,2025-08682,ungrounded_agencies_tasked,"Within 45 days of the date of this order, the Archivist, acting through the Office of the Federal Register, shall review the fee schedules for publication in the Federal Register and, working with the Director of the Government Publishing Office, take steps to ensure that fees are based on the actua",2026-09-04T20:37:49+00:00
14297,2025-08876,ungrounded_agencies_tasked,"Within 30 days of the date of this order, the Secretary shall, in coordination with the Assistant to the President for Domestic Policy, the Administrator for the Centers for Medicare and Medicaid Services, and other relevant executive department and agency officials, communicate most‑favored‑nation ",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_agencies_tasked,"Within 60 days of the date of this order, the Secretary shall issue guidance regarding what counts as a qualified test reactor.",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary shall take appropriate action to revise the regulations, guidance, and procedures ... to significantly expedite the review, approval, and deployment of advanced reactors.",2026-09-04T20:37:49+00:00
14301,2025-09799,ungrounded_agencies_tasked,"The Secretary shall, in consultation with the Chair of the Council on Environmental Quality, take action to reform the Department's rules governing compliance with the National Environmental Policy Act (NEPA) no later than June 30, 2025.",2026-09-04T20:37:49+00:00
14305,2025-10803,ungrounded_agencies_tasked,"within 30 days of the date of this order, the Attorney General, the Secretary of Transportation, the Secretary of Homeland Security, and the Chairman of the Federal Communications Commission shall revise the August 2020 ""Advisory ...""",2026-09-04T20:37:49+00:00
14306,2025-10804,ungrounded_agencies_tasked,"By December 1, 2025, the Secretary of Commerce, acting through the Director of NIST, shall develop and publish a preliminary update to the SSDF",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall issue a proposed rule enabling routine Beyond Visual Line of Sight (BVLOS) operations for UAS within 30 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall publish an updated roadmap for the integration of civil UAS into the National Airspace System within 240 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall establish clear metrics for assessing the performance and safety of BVLOS operations within 30 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall identify and describe additional regulatory barriers to BVLOS implementation within 180 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall initiate the deployment of artificial intelligence (AI) tools to assist in the review of UAS waiver applications within 120 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall ensure all FAA UAS Test Ranges are fully utilized to support development, testing, and scaling of American drone technologies",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall issue a public request for proposals to State, local, tribal, and territorial governments within 90 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Transportation, acting through the Administrator of the FAA, shall select at least five pilot projects within 180 days of the request",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,the Secretary of Transportation shall submit an initial implementation report to the President through the Director of OSTP within 180 days after the selection of pilot program participants,2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,the Federal Acquisition Security Council shall publish a Covered Foreign Entity List ... within 30 days of the date of this order,2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,"the Secretary of Commerce, in coordination with the Secretary of State, the Secretary of Defense, and the Secretary of Energy, shall review and, as appropriate, amend export control regulations within 90 days",2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,the Secretary of Defense shall coordinate with the Secretary of Transportation ... to streamline the approval processes to expand access to airspace for conducting UAS training within 90 days,2026-09-04T20:37:49+00:00
14307,2025-10814,ungrounded_agencies_tasked,the Secretary of Defense shall task the Secretary of each military department to identify programs that would be more cost efficient or lethal if replaced by UAS and shall submit a report to the President through the APNSA within 90 days,2026-09-04T20:37:49+00:00
14322,2025-14392,ungrounded_agencies_tasked,"Within 60 days of the date of this order, the Attorney General and the Chairman of the Federal Trade Commission shall: … develop a plan to implement appropriate future litigation positions, guidelines, policies, or other actions.",2026-09-04T20:37:49+00:00
14326,2025-15010,ungrounded_agencies_tasked,"The Secretary of Commerce and the United States Trade Representative shall publish every 6 months a list of countries and specific facilities used in circumvention schemes, to inform public procurement, national security reviews, and commercial due diligence.",2026-09-04T20:37:49+00:00
14340,2025-16615,ungrounded_agencies_tasked,relevant Federal law enforcement agencies and officials who are members of the D.C. Safe and Beautiful Task Force shall work to ensure that arrestees in the District of Columbia are held in Federal custody to the fullest extent permissible,2026-09-04T20:37:49+00:00
14342,2025-16618,ungrounded_agencies_tasked,"Within 30 days of the date of this order, the Attorney General shall submit to the President a list of States and local jurisdictions that have substantially eliminated cash bail.",2026-09-04T20:37:49+00:00
14355,2025-19495,ungrounded_agencies_tasked,"The MAHA Commission, in coordination with the Secretary, the Director of the Office of Management and Budget, the Director of the National Institutes of Health, and the APST, shall prioritize expanding pediatric cancer research and advancements in care by identifying and implementing strategies for ",2026-09-04T20:37:49+00:00
14367,2025-23417,ungrounded_agencies_tasked,the Secretary of War and the Attorney General shall determine whether the threats posed by illicit fentanyl warrant the provision of resources from the Department of War,2026-09-04T20:37:49+00:00
14367,2025-23417,ungrounded_agencies_tasked,"the Secretary of War, in consultation with the Secretary of Homeland Security, shall update all directives to include the threat of illicit fentanyl",2026-09-04T20:37:49+00:00
14377,2026-01871,ungrounded_agencies_tasked,"Within 90 days of the date of this order, the Secretary, through the Administrator of FEMA, and the Administrator of the SBA, ... shall submit to the President ... legislative proposals that enable FEMA and SBA to address situations in which States or local governments are not enabling timely recove",2026-09-04T20:37:49+00:00
14383,2026-02814,ungrounded_agencies_tasked,"Within 120 days of the date of this order, the Secretary of War, in coordination with the Secretary of State and the Secretary of Commerce, shall submit to the President a sales catalog of prioritized platforms and systems",2026-09-04T20:37:49+00:00
14384,2026-02818,ungrounded_agencies_tasked,"The Secretary of Commerce, in coordination with the Secretary of State, the Secretary of the Treasury, and any other senior official the Secretary of Commerce deems appropriate, shall monitor whether India resumes directly or indirectly importing Russian Federation oil.",2026-09-04T20:37:49+00:00
14385,2026-02819,ungrounded_agencies_tasked,"The Secretary of Homeland Security may exchange, to the maximum extent permitted by law, CHRI with the border security and immigration authorities of Visa Waiver Program (VWP) countries, countries that have entered into a Preventing and Combating Serious Crime or similar agreement with the United St",2026-09-04T20:37:49+00:00
14392,2026-05383,ungrounded_agencies_tasked,The FTC shall consider issuing proposed regulations providing that the failure of an online marketplace to establish procedures for verifying country-of-origin claims may constitute an unfair or deceptive act or practice.,2026-09-04T20:37:49+00:00
14393,2026-05384,ungrounded_agencies_tasked,"The Consumer Financial Protection Bureau (CFPB) shall consider, as appropriate and consistent with applicable law: proposing amendments to Regulation Z that tailor the following requirements for smaller banks",2026-09-04T20:37:49+00:00
14398,2026-06286,ungrounded_agencies_tasked,"The Attorney General, in consultation with relevant contracting agencies, shall consider whether to bring actions under the False Claims Act",2026-09-04T20:37:49+00:00
14409,2026-11415,ungrounded_agencies_tasked,"the Secretary of the Treasury, the Secretary of War, ... shall develop and maintain a classified benchmarking process to assess the advanced cyber capabilities of AI models and determine the threshold at which an AI model should be designated a “covered frontier model”",2026-09-04T20:37:49+00:00
14409,2026-11415,ungrounded_agencies_tasked,"the Secretary of the Treasury, the Secretary of War, ... shall design a voluntary framework with AI developers through which developers would be able to: (i) engage the Federal Government to determine whether model(s) under development meet the designation of “covered frontier model”; (ii) provide t",2026-09-04T20:37:49+00:00
14412,2026-12909,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Director of the NSA, in his capacity as the National Manager for National Security Systems, shall submit a report to the President, through the Committee on National Security Systems, on the status of PQC migration for agencies that own or operate Natio",2026-09-04T20:37:49+00:00
14412,2026-12909,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the FAR Council, in consultation with the Secretary of Homeland Security through the Director of CISA and the Director of NIST, shall publish a proposed rule amending the Federal Acquisition Regulation (FAR) to require covered contractors to comply by Decem",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Secretary of Commerce shall develop a plan, potentially including advance market commitments, to encourage contributions to the QC-ADDS Effort from commercial quantum computing companies.",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Secretary of War shall establish or designate activities and programs to develop the tools and capabilities necessary to advance readiness for national security applications of quantum computing",2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_agencies_tasked,Within 180 days of the date of this order: (ii) the Director of NSF shall take steps to issue grants for establishing QIST user facilities through the National Quantum and Nanotechnology Infrastructure program.,2026-09-04T20:37:49+00:00
14413,2026-12910,ungrounded_agencies_tasked,the APST shall recommend a revised NQIAC membership list and shall task the NQIAC to develop recommendations ... within 210 days of the date of this order,2026-09-04T20:37:49+00:00
14415,2026-15003,ungrounded_agencies_tasked,"Within 180 days of the date of this order, the Secretary shall initiate regulatory action to: (i) identify ... acquisitions ...; (ii) require contractors ... to qualify and utilize an alternative source",2026-09-04T20:37:49+00:00
12918,94-13391,ungrounded_authorities,"The Secretary of State is hereby authorized to take such actions... The Secretary of Commerce, in consultation with the Secretary of State, is hereby authorized to take such actions.",2026-09-04T20:37:49+00:00
12938,94-28487,ungrounded_authorities,"sanctions also shall be imposed on a foreign country ... if the Secretary of State determines that the foreign country has ... used chemical or biological weapons ... made substantial preparations ... developed, produced, stockpiled, or otherwise acquired chemical or biological weapons.",2026-09-04T20:37:49+00:00
12993,96-7460,ungrounded_authorities,"The Chairperson of the President's Council on Integrity and Efficiency (PCIE) and the Executive Council on Integrity and Efficiency (ECIE), in consultation with members of the Councils, has established an Integrity Committee pursuant to the authority granted by Executive Order No. 12805.",2026-09-04T20:37:49+00:00
13086,98-14688,ungrounded_authorities,the commander shall decide whether pretrial confinement will continue. … Not later than 72 hours after the commander's ordering of a prisoner into pretrial confinement … the commander shall decide whether pretrial confinement will continue.,2026-09-04T20:37:49+00:00
13116,99-8433,ungrounded_authorities,"sections 141 and 301-310 of the Trade Act of 1974, as amended (19 U.S.C. 2171, 2411-2420)",2026-09-04T20:37:49+00:00
13120,99-10901,ungrounded_authorities,"I hereby authorize the Secretary of Defense, and the Secretary of Transportation with respect to the Coast Guard when it is not operating as a service in the Department of the Navy, under their respective jurisdictions, to order to active duty any units, and any individual members not assigned to a ",2026-09-04T20:37:49+00:00
13123,99-14633,ungrounded_authorities,"including the National Energy Conservation Policy Act (Public Law 95-619, 42 U.S.C. 8252 et seq.)",2026-09-04T20:37:49+00:00
13123,99-14633,ungrounded_authorities,as amended by the Energy Policy Act of 1992 (EPACT) (Public Law 102-486),2026-09-04T20:37:49+00:00
13125,99-14901,ungrounded_authorities,The Executive Director of the Commission shall also serve as the Director of the Initiative.,2026-09-04T20:37:49+00:00
13129,99-17444,ungrounded_authorities,"By the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (""IEEPA""), the National Emergencies Act (50 U.S.C. 1601 et seq.), and section 301 of title 3, United States ",2026-09-04T20:37:49+00:00
13139,99-26078,ungrounded_authorities,the President may waive the informed consent requirement ... in accordance with 10 U.S.C. 1107(f),2026-09-04T20:37:49+00:00
13144,99-33511,ungrounded_authorities,"The rates of basic pay or salaries for the Executive Schedule (5 U.S.C. 5312‑5318) at Schedule 5; the Vice President (3 U.S.C. 104) and the Congress (2 U.S.C. 31) at Schedule 6; and Justices and judges (28 U.S.C. 5, 44(d), 135, 252, and 461(a)) at Schedule 7.",2026-09-04T20:37:49+00:00
13160,00-16434,ungrounded_authorities,"The prohibition on discrimination on the basis of age provided in this order does not apply to age‑based admissions of participants to education or training programs, if such programs have traditionally been age‑specific or must be age‑limited for reasons related to health or national security",2026-09-04T20:37:49+00:00
13169,00-26397,ungrounded_authorities,The Secretary of Labor shall expedite the Federal response to worker dislocation through the Workforce Investment Act and the Trade Adjustment Assistance program.,2026-09-04T20:37:49+00:00
13178,00-31313,ungrounded_authorities,the National Marine Sanctuaries Act (16 U.S.C. 1431 et seq.),2026-09-04T20:37:49+00:00
13197,01-2398,ungrounded_authorities,"Sec. 2. Civil Service Rule VII (5 CFR Part 7) is amended -- (a) by striking section 7.2; (b) by redesignating sections 7.3 and 7.4 as sections 7.2 and 7.3, respectively; and (c) by amending the table of sections to read as follows:",2026-09-04T20:37:49+00:00
13224,01-24205,ungrounded_authorities,"by the authority vested in me as President by the Constitution and the laws of the United States of America, including the International Emergency Economic Powers Act (50 U.S.C. 1701 et seq.) (IEEPA)",2026-09-04T20:37:49+00:00
13254,02-2638,ungrounded_authorities,The USA Freedom Corps Office shall be a component of the White House Office,2026-09-04T20:37:49+00:00
13397,06-2362,ungrounded_authorities,The Secretary shall consult with the Director of the White House Office of Faith- Based and Community Initiatives (WHOFBCI Director) prior to making such appointment.,2026-09-04T20:37:49+00:00
13398,06-3865,ungrounded_authorities,The Panel shall advise the President and the Secretary of Education (Secretary) on means to implement the policy set forth in section 1.,2026-09-04T20:37:49+00:00
13398,06-3865,ungrounded_authorities,The Secretary may require the Panel to submit such additional reports as the Secretary deems appropriate.,2026-09-04T20:37:49+00:00
13433,07-2518,ungrounded_authorities,no agency shall enter into a contingency fee agreement for legal or expert witness services ... unless the Attorney General has determined required by law.,2026-09-04T20:37:49+00:00
13480,E8-28912,ungrounded_authorities,exempted from coverage under the Federal Labor- Management Relations Program,2026-09-04T20:37:49+00:00
13496,E9-2485,ungrounded_authorities,"The Secretary, or any agency or officer in the executive branch lawfully designated by rule, regulation, or order of the Secretary, may hold such hearings, public or private, regarding compliance with this order.",2026-09-04T20:37:49+00:00
13556,2010-28360,ungrounded_authorities,"this order establishes an open and uniform program for managing information that requires safeguarding or dissemination controls, pursuant to and consistent with law, regulations, and Government‑wide policies",2026-09-04T20:37:49+00:00
13592,2011-31624,ungrounded_authorities,The Secretary of Education and the Secretary of the Interior shall serve as the co‑chairs of the Interagency Working Group.,2026-09-04T20:37:49+00:00
13598,2012-2557,ungrounded_authorities,"the first sentence of section 14111(a) with respect to reports relating to the grades of brigadier general or above, or rear admiral (lower half) or above; sections 629(c)(2) and 14310(c)(2) with respect to extending officer promotion eligibility periods; and section 6222(c)(2) with respect to appoi",2026-09-04T20:37:49+00:00
13600,2012-3616,ungrounded_authorities,"The Secretary of State, the Secretary of the Treasury, the Secretary of Defense, the USAID Administrator, and the Chief Executive Officer of the Millennium Challenge Corporation shall serve as non‑ voting members of the Council",2026-09-04T20:37:49+00:00
13645,2013-13523,ungrounded_authorities,"Comprehensive Iran Sanctions, Accountability, and Divestment Act of 2010 (CISADA)",2026-09-04T20:37:49+00:00
13645,2013-13523,ungrounded_authorities,Iran Freedom and Counter‑Proliferation Act of 2012 (IFCA),2026-09-04T20:37:49+00:00
13688,2015-01255,ungrounded_authorities,"The Working Group shall be co- chaired by the Secretary of Defense, Attorney General, and Secretary of Homeland Security",2026-09-04T20:37:49+00:00
13703,2015-19209,ungrounded_authorities,The Director of ONAP shall annually report to the President on the implementation of the Updated Strategy.,2026-09-04T20:37:49+00:00
13707,2015-23630,ungrounded_authorities,"The Social and Behavioral Sciences Team (SBST), under the National Science and Technology Council (NSTC) and chaired by the Assistant to the President for Science and Technology, shall provide agencies with advice and policy guidance.",2026-09-04T20:37:49+00:00
13845,2018-15955,ungrounded_authorities,"The Board shall terminate 2 years after the date of this order, unless extended by the President.",2026-09-04T20:37:49+00:00
13865,2019-06325,ungrounded_authorities,"The Secretary of Homeland Security shall: (vii) in coordination with the Secretaries of Defense and Energy, and informed by intelligence‑based threat assessments, develop quadrennial risk assessments on EMPs, with the first risk assessment delivered within 1 year of the date of this order.",2026-09-04T20:37:49+00:00
13873,2019-10538,ungrounded_authorities,"the Secretary, in consultation with the heads of other agencies as appropriate, is hereby authorized to take such actions, including directing the timing and manner of the cessation of transactions prohibited pursuant to section 1 of this order",2026-09-04T20:37:49+00:00
13902,2020-00534,ungrounded_authorities,by the authority vested in me as President ... including the International Emergency Economic Powers Act (IEEPA),2026-09-04T20:37:49+00:00
13904,2020-02439,ungrounded_authorities,"Express consignment operators, carriers, hub facilities, and licensed customs brokers shall, within 60 days of the publication in the System for Award Management by CBP of the name of any debarred or suspended person, notify CBP of any attempt... to re‑establish business activity...",2026-09-04T20:37:49+00:00
13904,2020-02439,ungrounded_authorities,"Within 90 days of the date of this order, the Secretary of Homeland Security, through the Commissioner of CBP, and in consultation with USPS, shall submit to the President a report on any appropriate measures the Federal Government could take...",2026-09-04T20:37:49+00:00
13908,2020-04755,ungrounded_authorities,"Executive Order 13908 of February 28, 2020 – Establishment of the Interagency Committee on Trade in Automotive Goods Under Section 202A of the United States‑Mexico‑Canada Agreement Implementation Act",2026-09-04T20:37:49+00:00
13913,2020-07530,ungrounded_authorities,"the Committee shall be composed of the following members (Committee Members): the Secretary of Defense; the Attorney General; the Secretary of Homeland Security; and the head of any other executive department or agency, or any Assistant to the President",2026-09-04T20:37:49+00:00
13984,2021-01714,ungrounded_authorities,"Section (9) of Executive Order 13694, as amended, is further amended to read as follows: “Sec. 9. The Secretary of the Treasury, in consultation with the Secretary of State, the Attorney General, and the Secretary of Commerce, is hereby authorized to submit the recurring and final reports to the Con",2026-09-04T20:37:49+00:00
13990,2021-01765,ungrounded_authorities,"Within 60 days of the date of this order, the Secretary of the Interior shall submit a report to the President summarizing the findings of the review conducted pursuant to subsection (a).",2026-09-04T20:37:49+00:00
14005,2021-02038,ungrounded_authorities,"Executive Order 13788 of April 18, 2017 ... and Executive Order 13858 of January 31, 2019 ... are hereby revoked.",2026-09-04T20:37:49+00:00
14008,2021-02177,ungrounded_authorities,"There is hereby established, within the Environmental Protection Agency, the White House Environmental Justice Advisory Council (Advisory Council).",2026-09-04T20:37:49+00:00
14012,2021-02563,ungrounded_authorities,"Within 180 days of submitting the plan described in subsection (b) of this section, the Secretary of State, the Attorney General, and the Secretary of Homeland Security shall each submit a report to the President describing the progress of their respective agencies towards implementing the plan.",2026-09-04T20:37:49+00:00
14012,2021-02563,ungrounded_authorities,"Within 60 days of the date of this order, the Secretary of State, the Attorney General, and the Secretary of Homeland Security shall each submit a report to the President describing any agency actions identified pursuant to subsection (a)(ii) of this section and any steps their agencies intend to ta",2026-09-04T20:37:49+00:00
